anime_titles,anime_ids,anime_genres
Tamayura - Hitotose,12427,"['comedy', 'slice of life']"
Towanoquon,12428,"['science fiction', 'supernatural']"
Baka and Test - Summon the Beasts 2,12431,"['comedy', 'drama', 'magic', 'romance']"
Pretty Rhythm Aurora Dream,12432,"['comedy', 'drama', 'magic', 'romance']"
Ona ×2,12433,['erotica']
Thundercats,12434,"['action', 'science fiction']"
Kaiji: Against All Rules,12435,"['psychological', 'thriller']"
The IDOLM@STER,12436,['drama']
Sweet Home: H na Onee-san wa Suki Desu ka?,12440,"['comedy', 'erotica']"
Shōjo Senki Brain Jacker,12441,['erotica']
Ore wa Kanojo o Shinjiteru!,12442,['erotica']
Honto ni Atta! Reibai-Sensei,12449,"['comedy', 'fantasy']"
Happy Kappy,12453,[]
Suzy's Zoo Daisuki! Witzy,12500,[]
"Last Exile: Fam, The Silver Wing",12501,"['adventure', 'science fiction']"
Battle Girls - Time Paradox,12506,"['adventure', 'comedy', 'romance']"
Tono to Issho: Gantai no Yabō,12508,['comedy']
Uta no Prince-sama - Maji Love 1000%,12509,"['comedy', 'drama', 'romance']"
O-jii-san no Lamp,12511,['drama']
Pokémon the Movie: Black - Victini and Reshiram,12525,"['action', 'drama', 'fantasy', 'tournament']"
A Letter to Momo,12526,"['comedy', 'drama', 'magic']"
Jewelpet Sunshine,12527,"['comedy', 'drama', 'magic', 'romance']"
Kamisama Dolls,12532,"['action', 'comedy', 'drama', 'psychological', 'romance', 'science fiction', 'supernatural']"
Ben-To,12541,"['action', 'comedy']"
Natsume's Book of Friends,12542,"['slice of life', 'supernatural']"
Hotarubi no Mori e,12543,"['drama', 'romance', 'supernatural']"
Tottoko Hamtarō Dechu,12544,[]
Kyūketsuki,12546,['erotica']
Aquarion Evol,12547,"['action', 'comedy', 'drama', 'fantasy', 'romance', 'science fiction']"
Otoko no Ko Ojō-sama,12548,['erotica']
Cosplay Roshutsu Kenkyūkai,12549,['erotica']
Birei Okami Mie,12550,['erotica']
Pet Life,12552,['erotica']
Menkui!,12558,['erotica']
Pū-Neko,12559,[]
Rinshi!! Ekoda-chan,12560,['comedy']
Weekly Shimakō,12561,[]
Hato no Oyomesan,12562,['comedy']
Gakuen 3: Karei Naru Etsujoku the Animation,12563,['erotica']
B-Chiku Beach: Nangoku Nyūjoku Satsueikai,12564,['erotica']
Oni Chichi Re-birth,12565,['erotica']
The Magic of Chocolate,12566,[]
Kizuna Ichigeki,12567,"['action', 'comedy', 'tournament']"
Bannō Yasai Ninninman,12568,"['comedy', 'magic', 'slice of life']"
Tansuwarashi,12569,"['slice of life', 'supernatural']"
Mashiroiro Symphony - The color of lovers,12570,"['drama', 'romance']"
Mahō Sensei Negima! Anime Final,12571,"['adventure', 'supernatural']"
Magic Tree House,12584,"['adventure', 'fantasy']"
Xi AVANT,12600,"['adventure', 'fantasy', 'mystery', 'science fiction']"
Hakuōki: A Memory of Snow Flowers,12620,"['adventure', 'comedy', 'drama']"
Baton,12648,"['action', 'science fiction']"
.hack,12725,[]
You and Me.,12727,"['comedy', 'slice of life']"
Manyū Hiken-chō,12728,['adventure']
JK to Inkō Kyōshi 4,12765,['erotica']
Alice in the Country of Hearts: Wonderful Wonder World,12782,"['adventure', 'fantasy', 'romance']"
Betsu ni Anta no Tame ni Ōkiku Nattan Janain Dakara ne!!,12819,['erotica']
Shocking Pink!,12824,['erotica']
Higurashi no Naku Koro ni Kira,12825,"['comedy', 'supernatural']"
Yuruyuri - Happy Go Lily,12828,"['comedy', 'slice of life']"
Gintama',12835,"['action', 'comedy', 'drama', 'science fiction']"
Rinkan Gakuen,12836,['erotica']
Soreike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,12839,[]
Duel Masters Victory,12840,[]
Wagnaria!!2,12841,"['comedy', 'romance', 'slice of life']"
Squid Girl Season 2,12842,"['comedy', 'slice of life']"
The Prince of Tennis OVA Another Story II - Ano Toki no Bokura,12856,['tournament']
Blood-C,12857,"['action', 'horror', 'psychological', 'supernatural']"
The Prince of Tennis OVA: Another Story - Kako to Mirai no Message,12858,[]
The Prince of Tennis: Eikoku-shiki Teikyū-jō Kessen!,12859,['tournament']
Scryed Alteration I Tao,12860,[]
Ro-Kyu-Bu!,12864,"['comedy', 'slice of life', 'tournament']"
Heaven's Memo Pad,12865,"['comedy', 'drama', 'mystery', 'psychological']"
Horizon in the Middle of Nowhere,12868,"['action', 'comedy', 'fantasy', 'science fiction']"
Naruto Shippūden: Blood Prison,12869,"['action', 'comedy', 'drama', 'thriller']"
Persona 4: The Animation,12870,"['comedy', 'drama', 'fantasy', 'mystery']"
Inazuma Eleven GO,12877,['tournament']
Bakugan: Mechtanium Surge,12881,"['action', 'fantasy', 'tournament']"
Seibu Tetsudō Ekiin Tako-chan,12884,[]
Mardock Scramble: The Second Combustion,12887,[]
Sockie's Frontier Quest,12893,[]
R-15,12895,"['comedy', 'erotica', 'romance']"
The Future Diary,12896,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'mystery', 'psychological', 'romance', 'thriller']"
Akebi no Hana,12908,['erotica']
Rinkan Club,12909,['erotica']
Ran→Sem: Hakudaku Delmo Tsuma no Miira Tori,12910,['erotica']
Reunion,12911,['erotica']
Detective Conan Magic File 2011 - Niigata - Tokyo Omiyage Capriccio,12912,[]
Beyblade: Metal Masters,12917,[]
Beyblade: Metal Fury,12918,[]
Maken-Ki! Battling Venus,12925,"['action', 'comedy', 'romance', 'tournament']"
Golden Kids,12942,['tournament']
Hiyokoi,12947,"['comedy', 'romance']"
Morita-san wa Mukuchi,12948,"['comedy', 'slice of life']"
Tekken: Blood Vengeance,12976,"['action', 'drama']"
Double-J,12982,['comedy']
Haganai,12983,"['comedy', 'romance', 'slice of life']"
Tentacle and Witches,12988,"['erotica', 'supernatural']"
Copihan,12989,['comedy']
The Legend of Heroes: Trails in the Sky,12990,['fantasy']
Chihayafuru,12991,['drama']
C³,12992,"['comedy', 'fantasy', 'psychological', 'romance']"
Kayoe! Chūgaku,12995,[]
Inumarudashi—,12996,[]
MonHun Nikki Girigiri Airū-mura G,12997,[]
Penguindrum,12998,"['drama', 'mystery', 'psychological', 'supernatural']"
Ganbare!! Nattō-san,12999,[]
Astarotte no Omocha!,13000,"['comedy', 'fantasy', 'romance']"
Guilty Crown,13001,"['action', 'drama', 'psychological', 'romance', 'science fiction']"
Un-Go,13002,"['drama', 'mystery', 'psychological', 'science fiction', 'supernatural']"
Shakugan no Shana III (Final),13003,"['action', 'drama', 'romance', 'supernatural']"
Mobile Suit Gundam AGE,13012,"['action', 'drama', 'science fiction']"
Inshitsu Otaku ni Ikareru Kanojo,13014,['erotica']
Yuri Seijin Naoko-san,13017,"['comedy', 'science fiction']"
+Tic Elder Sister,13019,['comedy']
Mahō Shōjo Erena,13020,['erotica']
Haramasete Seiryū-kun!,13047,['erotica']
Mobile Suit Gundam: The Origin,13105,"['action', 'drama', 'science fiction']"
"Naruto Shippūden: Shippū! ""Konoha Gakuen"" Den",13113,['comedy']
Yume Kui: Tsurumiku Shiki Game Seisaku,13117,['erotica']
Bloods: Inraku no Ketsuzoku 2,13118,['erotica']
Maid-Ane,13119,['erotica']
Urotsukidōji II: Legend of the Demon Womb,13131,"['erotica', 'horror', 'supernatural']"
Urotsukidōji II: Legend of the Demon Womb,13132,"['erotica', 'horror', 'supernatural']"
Urotsukidōji III: Return of the Overfiend,13133,"['erotica', 'horror', 'supernatural']"
Urotsukidōji IV: Inferno Road,13134,"['erotica', 'horror', 'supernatural']"
Chōjin Densetsu Urotsukidōji: Kanketsu-hen,13135,"['erotica', 'horror', 'supernatural']"
Urotsukidōji III: Return of the Overfiend Director's Edition,13136,"['erotica', 'horror', 'supernatural']"
Chōjin Densetsu Urotsukidōji: Hōrō-hen Jain Kanzenban,13137,"['erotica', 'horror', 'supernatural']"
Chōjin Densetsu Urotsukidōji: Kyōō-hen Gekijō V2 Kyōya Majū-den,13138,"['erotica', 'horror', 'supernatural']"
Eroge! H mo Game mo Kaihatsu Zanmai,13155,"['comedy', 'erotica']"
Buta Hime-sama,13156,['erotica']
Wizard Girl Ambitious,13157,['erotica']
Hakoiri Shōjo: Virgin Territory,13158,['erotica']
Innocent: Shōjo Memoria,13159,['erotica']
Inazuma Eleven GO: Kyūkyoku no Kizuna Griffon,13199,[]
The World God Only Knows: Four Girls and an Idol,13200,"['comedy', 'drama', 'romance', 'supernatural']"
Yurumates Ha?,13201,"['comedy', 'slice of life']"
Student Council's Discretion Lv. 2,13222,"['comedy', 'slice of life']"
Brave10,13223,"['action', 'comedy', 'supernatural']"
High Score,13224,['comedy']
Holy Knight,13225,"['drama', 'fantasy', 'psychological', 'romance']"
Eiga Suite Precure: Torimodose! Kokoro ga Tsunagu Kiseki no Melody,13226,[]
Doraemon the Movie: Nobita and the Last Haven - Animal Adventure,13227,['adventure']
Blood-C: The Last Dark,13228,"['action', 'horror', 'supernatural']"
Battle Spirits: Heroes,13240,[]
Euphoria,13245,"['erotica', 'psychological']"
Library War: The Wings of Revolution,13247,[]
R-15,13248,"['comedy', 'romance']"
Boku wa Tomodachi ga Sukunai,13249,[]
Inu X Boku Secret Service,13250,"['comedy', 'drama', 'romance', 'supernatural']"
Muv-Luv Alternative: Total Eclipse,13251,"['action', 'drama', 'horror', 'romance', 'science fiction', 'thriller']"
Toei Robot Girls,13252,[]
Ronin Warriors: Legend of the Inferno Armor,13253,"['action', 'fantasy']"
Ronin Warriors: Message,13254,"['action', 'drama', 'fantasy', 'psychological']"
B-Daman CrossFire,13256,"['adventure', 'tournament']"
Another,13258,"['horror', 'mystery', 'psychological', 'supernatural']"
Asa kara Zusshiri Milk Pot,13259,['erotica']
Vampire,13260,['erotica']
Shōkōjo The Animation,13261,['erotica']
Hunter × Hunter,13262,"['adventure', 'comedy', 'drama', 'fantasy', 'tournament']"
Midori-ko,13263,[]
Birdy the Mighty Decode: The Cipher,13266,[]
Chiisana Kyōjin Microman: Daigekisen! Microman VS Saikyō Senshi Gorgon,13267,[]
Ikki Tousen: Dragon Destiny,13284,[]
Ikki Tousen: Great Guardians,13285,[]
Ikki Tousen: Shūgaku Tōshi Keppu-roku,13286,[]
Sekai Ichi Hatsukoi - The World’s Greatest First Love,13287,['romance']
Sekai Ichi Hatsukoi - The World's Greatest First Love,13288,"['comedy', 'erotica', 'romance']"
Kill Me Baby,13289,"['comedy', 'slice of life']"
Lagrange - The Flower of Rin-ne,13290,"['action', 'comedy', 'fantasy', 'science fiction']"
Infinite Stratos Encore: Koi ni Kogareru Rokujūsō,13298,"['comedy', 'drama', 'romance']"
Kimi no Iru Machi,13306,"['comedy', 'romance']"
Black Rock Shooter,13310,"['action', 'drama', 'fantasy', 'psychological']"
Hoshizora e Kakaru Hashi,13311,"['comedy', 'romance']"
This Boy Can Fight Aliens!,13312,[]
Tantei Opera Milky Holmes Dai-Ni-Maku,13314,['comedy']
Rurouni Kenshin: New Kyoto Arc,13316,"['action', 'drama']"
Amagami SS+,13328,['romance']
Shimanchu MiRiKa,13329,[]
Hidamari Sketch × Hoshimittsu,13330,[]
Hidamari Sketch × Honeycomb,13332,"['comedy', 'slice of life']"
Dragon Knight: Another Knight on the Town,13351,"['erotica', 'fantasy']"
A-Channel + smile,13352,"['comedy', 'slice of life']"
Hidamari Sketch × SP,13353,[]
Zō no Inai Dōbutsuen,13357,['drama']
The Prince of Tennis II,13360,['tournament']
GYO: Tokyo Fish Attack,13361,"['adventure', 'horror', 'mystery', 'psychological', 'science fiction']"
Minori Scramble!,13362,[]
.hack//The Movie,13373,"['action', 'fantasy', 'science fiction']"
Black Butler II,13411,[]
Digimon Xros Wars: Toki o Kakeru Shōnen Hunter-tachi,13419,[]
Poyopoyo,13427,"['comedy', 'slice of life']"
Sore de mo Tsuma o Aishiteru,13433,['erotica']
Kyousogiga,13434,"['comedy', 'fantasy', 'science fiction', 'slice of life']"
Waiting in the Summer,13448,"['comedy', 'drama', 'romance', 'science fiction']"
Code Geass: Akito the Exiled,13450,"['action', 'drama', 'science fiction']"
gdgd Fairies,13451,"['comedy', 'fantasy']"
Chibi Devi!,13489,"['comedy', 'supernatural']"
Recorder and Randsell,13499,"['comedy', 'slice of life']"
Peeping Life - The Perfect Edition -,13500,[]
Peeping Life - The Perfect Emotion -,13501,[]
Peeping Life - The Perfect Evolution -,13502,[]
Peeping Life - The Perfect Extension -,13503,[]
Sankarea: Undying Love,13507,"['comedy', 'drama', 'romance']"
The Tyrant Falls in Love,13509,"['comedy', 'romance']"
Sengoku Paradise Kiwami,13536,"['action', 'fantasy']"
Fujilog Season 2,13537,"['comedy', 'slice of life']"
Steins;Gate: The Movie - Load Region of Déjà Vu,13542,"['drama', 'psychological', 'romance', 'science fiction']"
Nisemonogatari,13556,"['comedy', 'psychological', 'romance', 'supernatural']"
High School DxD,13558,"['action', 'comedy', 'supernatural']"
The Knight in the Area,13559,"['comedy', 'romance', 'tournament']"
Natsuiro Kiseki,13562,"['comedy', 'drama']"
Natsume's Book of Friends,13600,"['slice of life', 'supernatural']"
Hal's Flute,13601,[]
Dragon Age: Dawn of the Seeker,13604,"['adventure', 'fantasy']"
Gokujyo. Gokurakuin Joshi Kōryō Monogatari,13614,"['comedy', 'slice of life']"
The Familiar of Zero F,13615,"['comedy', 'drama', 'fantasy', 'romance']"
Kuroko's Basketball,13616,"['comedy', 'drama', 'tournament']"
Medaka Box,13617,"['action', 'comedy']"
Code:Breaker,13618,"['action', 'comedy', 'drama', 'psychological', 'supernatural']"
Wanna Be the Strongest in the World,13628,"['comedy', 'slice of life', 'tournament']"
Otoboku - Maidens Are Falling for Me!,13630,[]
Blue Exorcist,13631,"['action', 'drama', 'supernatural']"
ToHeart2 Dungeon Travelers,13633,[]
A Certain Magical Index: The Miracle of Endymion,13635,"['action', 'comedy', 'drama', 'magic', 'science fiction']"
Dog Days',13636,"['action', 'comedy', 'fantasy', 'romance']"
Shiofuki Mermaid,13637,['erotica']
Morita-san wa Mukuchi. 2,13638,"['comedy', 'slice of life']"
009 Re:Cyborg,13645,"['action', 'science fiction']"
Senki Zesshō Symphogear,13659,"['action', 'drama', 'magic', 'science fiction']"
Saki Episode of Side A,13661,[]
Kimezō no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,13662,[]
Kimezō no Kimarimonku Ja Kimaranee,13664,[]
Potecco Babies,13665,[]
Potecco Babies,13666,[]
Mecha Afro-kun,13671,['comedy']
Lupin the 3rd: Blood Seal of the Eternal Mermaid,13693,"['action', 'comedy']"
Itsumo Wagamama Gama Ōji,13713,['comedy']
Shijō Saikyō no Deshi Kenichi,13718,[]
Nyaruko: Crawling with Love!,13719,"['action', 'comedy', 'fantasy', 'romance', 'science fiction']"
Yo-kai Watch,13724,"['comedy', 'supernatural']"
Zetman,13736,"['action', 'horror', 'psychological', 'science fiction']"
Daily Lives of High School Boys,13743,"['comedy', 'slice of life']"
Queen's Blade: Rebellion,13747,['fantasy']
Tibetan Dog,13748,"['adventure', 'drama', 'mystery']"
Nihon Omoshiro Mukashi Banashi,13749,[]
Tobidase! Dokan-kun,13750,['comedy']
Sacred Seven: Shirogane no Tsubasa,13755,[]
"Listen to Me, Girls. I Am Your Father!",13756,"['comedy', 'drama']"
The Ambition of Oda Nobuna,13761,"['action', 'comedy', 'drama', 'magic', 'romance']"
Space Battleship Yamato 2199,13765,['science fiction']
Star Blazers 2199,13776,"['adventure', 'drama', 'romance', 'science fiction']"
Tiger & Bunny the Movie: The Beginning,13781,"['action', 'comedy', 'drama', 'science fiction']"
Is This a Zombie? of the Dead,13782,"['comedy', 'romance']"
Kingdom,13783,"['action', 'drama']"
Fairy Tail the Movie: Phoenix Priestess,13785,"['adventure', 'drama', 'magic', 'mystery']"
Humanity Has Declined,13787,"['adventure', 'comedy', 'science fiction', 'supernatural']"
Moe Can Change!,13788,"['comedy', 'science fiction', 'slice of life']"
Hyakko Extra,13789,[]
Detective Conan: The Eleventh Striker,13790,"['adventure', 'drama', 'mystery', 'thriller']"
Berserk: The Golden Age Arc II - The Battle for Doldrey,13799,[]
Berserk: The Golden Age Arc III - The Advent,13800,"['action', 'horror']"
Yurumates3Dei,13801,"['comedy', 'slice of life']"
Swing Out Sisters,13802,"['erotica', 'romance']"
Precure All Stars New Stage: Mirai no Tomodachi,13804,[]
AKB0048,13805,"['drama', 'science fiction']"
Busō Chūgakusei Basket Army,13806,[]
Upotte!!,13808,"['action', 'comedy', 'slice of life']"
Glitter Force,13809,"['action', 'comedy', 'drama', 'fantasy', 'psychological']"
"Love, Election and Chocolate",13810,"['comedy', 'drama', 'romance']"
HYOUKA,13817,"['drama', 'mystery', 'romance']"
Scryed Alteration II Quan,13819,[]
Aesthetica of a Rogue Hero,13821,"['action', 'comedy', 'drama', 'fantasy', 'romance']"
Justeen,13826,"['adventure', 'science fiction']"
Chō Soku Henkei Gyrozetter,13831,['action']
Naruto Spin-Off: Rock Lee & His Ninja Pals,13834,['comedy']
Campione!,13841,"['adventure', 'comedy', 'fantasy', 'romance']"
Savanna Game,13842,"['action', 'fantasy', 'tournament']"
Place to Place,13844,"['comedy', 'romance', 'slice of life']"
Pokémon the Movie: Kyurem VS. The Sword of Justice,13845,['action']
Thermae Romae,13856,['comedy']
Accel World,13857,"['action', 'drama', 'psychological', 'romance', 'science fiction', 'tournament']"
Sword Art Online,13858,"['adventure', 'drama', 'fantasy', 'romance', 'science fiction']"
Major: Message,13859,[]
MAJOR: World Series Hen - Yume no Shunkan e,13860,['tournament']
After School Midnighters,13861,[]
Wolf Children,13862,"['drama', 'romance', 'supernatural']"
Shining Hearts,13866,"['action', 'comedy', 'drama', 'fantasy', 'romance']"
Bakuman. 3,13867,['drama']
Crayon Shin-chan: Arashi o Yobu! Ora to Uchū no Princess,13875,['comedy']
Jormungand,13888,['action']
Black Jack Final,13889,['drama']
Space Brothers,13890,['science fiction']
Hiiro no Kakera - The Tamayori Princess Saga,13891,"['adventure', 'drama', 'magic', 'romance']"
Dusk maiden of Amnesia,13892,"['comedy', 'drama', 'horror', 'mystery', 'psychological', 'romance', 'supernatural']"
Danbōru Senki W,13893,[]
Aura: Koga Maryuin's Last War,13894,"['comedy', 'drama', 'romance']"
Sengoku Collection,13895,"['action', 'comedy', 'drama', 'fantasy']"
Sekai no Hikari: Shinran Shōnin,13896,[]
Mysterious Girlfriend X,13899,"['comedy', 'mystery', 'romance', 'slice of life', 'supernatural']"
EUREKA SEVEN AO,13902,['science fiction']
Patema Inverted,13906,"['adventure', 'drama', 'science fiction']"
Imōto Paradise!,13928,['erotica']
Oni Chichi Re-born,13929,['erotica']
School,13934,['erotica']
Oppai Heart: Kanojo wa Kedamono Hatsujōki!?,13936,['erotica']
Kowaku no Toki,13937,"['erotica', 'horror']"
Nee Summer!,13938,['erotica']
Highschool of the Dead: Drifters of the Dead,13942,"['action', 'comedy', 'drama', 'horror', 'romance', 'supernatural']"
You and Me. Season 2,13943,"['comedy', 'slice of life']"
Kids on the Slope,13944,"['drama', 'romance']"
Asa made Jugyō Chu!,13946,"['comedy', 'romance']"
So I Can't Play H,13947,"['romance', 'supernatural']"
Ijime: Ikenie no Kyōshitsu,13949,[]
Kiriya Hakushakuke no Roku Shimai,13958,['erotica']
TSF Monogatari,13959,"['erotica', 'romance']"
Evil Woman Executive,13960,['erotica']
Iron Vendetta,13961,['science fiction']
Ozma,13973,['science fiction']
Code Geass: Nunnally in Wonderland,13974,"['comedy', 'fantasy']"
Tight-rope,13976,"['action', 'comedy', 'romance']"
Tatsumi,13979,[]
Ginga e Kickoff!!,13980,['tournament']
Growing Up With Hello Kitty,13981,[]
Niji-Iro Hotaru ~Eien no Natsu Yasumi~,13983,[]
Polar Bear's Café,13985,"['comedy', 'slice of life']"
Asura,13987,['drama']
